title,location,company,contract_type,experience_level,url,description
Guidewire Developer,Pune,Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Pune-Guidewire-Developer/1407535033/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world.Your RoleWe are seeking a skilled Guidewire Jutro Developer to design and build modern, responsive, and scalable digital experiences for the Property & Casualty (P&C) insurance domain. This role focuses on leveraging the Jutro Digital Platform, Jutro Design System, and Guidewire Cloud APIs to deliver personalized web applications and portals.Develop and maintain React-based web applications using the Jutro Digital Platform and Jutro SDK Customize and extend Guidewire Digital Portals such as CustomerEngage, ProducerEngage, and VendorEngage.Implement micro frontends, reusable components, and persona-specific UI flows using the Jutro Design System Integrate front-end applications with Guidewire InsuranceSuite APIs (PolicyCenter, BillingCenter, ClaimCenter) via Cloud APIs and JSON-RPC services.Collaborate with UX designers using Figma to deliver branded, accessible, and responsive interfaces Use Jutro CLI and Jutro Web Apps Console to manage app lifecycle from development to production Participate in Agile ceremonies, sprint planning, and peer code reviews.Ensure compliance with accessibility, performance, and security standards.Maintain technical documentation and contribute to reusable component libraries.Your ProfileFront-end development experience, with at least 4 years in Guidewire Jutro or Digital Portal development.Strong proficiency in ReactJS, JavaScript (ES6+), TypeScript, HTML, and CSS.Experience with React Hooks, Functional Components, and state management.Familiarity with Guidewire Cloud Platform, Edge APIs, and Advanced Product Designer (APD).Hands-on experience with Jutro SDK, Jutro CLI, and Jutro Web Apps Console.Understanding of RESTful APIs, JSON, and microservices architecture.Proficient with Git, Jira, Jenkins, and CI/CD pipelines..What you will love about working hereOpportunity to work on large-scale Guidewire transformation programs for global P&C insurance clients.Structured learning, certifications, and continuous upskilling opportunities in insurance platforms and emerging technologies.A collaborative and inclusive culture focused on innovation, delivery excellence, and client value.Capgemini is an AI-powered global business and technology transformation partner, delivering tangible business value. We imagine the future of organizations and make it real with AI, technology and people. With our strong heritage of nearly 60 years, we are a responsible and diverse group of over 420,000 team members in more than 50 countries. We deliver end-to-end services and solutions with our deep industry expertise and strong partner ecosystem, leveraging our capabilities across strategy, technology, design, engineering and business operations. The Group reported 2025 global revenues of €22.5 billion.Capgemini in India comprises nearly 235,000 team members working across 13 locations: Bangalore, Bhubaneswar, Chennai, Coimbatore, Gandhinagar, Gurugram, Hyderabad, Kolkata, Mumbai, Noida, Pune, Salem, and Tiruchirappalli.Make it real | www.capgemini.com/in-en"
Palantir Data Engineer,Bangalore,Capgemini Invent,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Bangalore-Palantir-Data-Engineer/1412119633/?feedId=388633&utm_source=CareerSite&tcsource=apply,"At Capgemini Invent, we believe difference drives change. As inventive transformation consultants, we blend our strategic, creative and scientific capabilities, collaborating closely with clients to deliver cutting-edge solutions. Join us to drive transformation tailored to our client's challenges of today and tomorrow. Informed and validated by science and data. Superpowered by creativity and design. All underpinned by technology created with purpose.Your RoleExperience in DevOps, Infrasturcure as a code, DataOps, MLOps. Data warehousing, data modelling and data integration for enterprise data environments. Experience with ETL tools primarily Talend and/or any other Data Integrator tools (Open source / proprietary), extensive experience with SQL and SQL scripting (PL/SQL & SQL query tuning and optimization) for relational databases such as PostgreSQL, Oracle, Microsoft SQL Server and MySQL etc., and on NoSQL like MongoDB and/or document-based databases. Experience in programming languages like Python, Pyspark, JavaScript, Java/ Scala etc.Provides data services for enterprise information strategy solutions - Works with business solutions leaders and teams to collect and translate information requirements into data to develop data-centric solutions.Design and develop modern enterprise data centric solutions (e.g. Palantir, DWH, Data Lake, Data Lakehouse) Responsible for designing of data governance solutions.Your ProfileDesign, create and maintain an optimal data pipeline architecture in Foundry. Identify, design, and implement internal process improvements in FoundryPalantir scheduling jobs for pipeline, monitoring Data pipeline health and configuring health checks and alerts. (Data expectations).Good Understanding and working knowledge on Foundry Tools: Ontology, Contour, Object-explorer, Ontology-Manager, Object-editor using Actions/ Typescript, Code workbook, Code Repository, Foundry ML.Responsible for architecture topics and solution scenarios in the areas of Cloud Data Analytics Platform, Data Engineering, Analytics, Reporting and designing viable architectures based on Palantir, Microsoft Azure, AWS, Snowflake, Google (or similar) and implementing analytics.What you will love about working hereWe recognize the significance of flexible work arrangements to provide support. Be it remote work, or flexible work hours, you will get an environment to maintain healthy work life balance.At the heart of our mission is your career growth. Our array of career growth programs and diverse professions are crafted to support you in exploring a world of opportunities.Equip yourself with valuable certifications in the latest technologies such as Generative AI.Capgemini is a global business and technology transformation partner, helping organizations to accelerate their dual transition to a digital and sustainable world, while creating tangible impact for enterprises and society. It is a responsible and diverse group of 340,000 team members in more than 50 countries. With its strong over 55-year heritage, Capgemini is trusted by its clients to unlock the value of technology to address the entire breadth of their business needs. It delivers end-to-end services and solutions leveraging strengths from strategy and design to engineering, all fueled by its market leading capabilities in AI, generative AI, cloud and data, combined with its deep industry expertise and partner ecosystem."
Sharepoint Developer,Navi Mumbai,Capgemini Invent,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Navi-Mumbai-Sharepoint-Developer/1412096233/?feedId=388633&utm_source=CareerSite&tcsource=apply,"At Capgemini Invent, we believe difference drives change. As inventive transformation consultants, we blend our strategic, creative and scientific capabilities, collaborating closely with clients to deliver cutting-edge solutions. Join us to drive transformation tailored to our client's challenges of today and tomorrow. Informed and validated by science and data. Superpowered by creativity and design. All underpinned by technology created with purpose.Your Role•SharePoint Online (Office 365) Development and Administration. Practical SharePoint Online product experience - configuring, administration, development and deploying solutions•Experience of developing SharePoint sites / pages.Good front end/CSS skills and experience.Experience of integrating SharePoint online with third party applications - using CSOM, JSOM, API etc.•Strong knowledge of SPX Webpart Development, MSFlow,MS Power Apps. Strong knowledge of SharePoint Application models•Strong practical knowledge of SharePoint Search Service, User Profile Service and other Service Applications. Strong practical experience in the use of PowerShell. Your Profile• 9-12 years of progressive work experience in SharePoint development, managing and building portals. SharePoint Online (Office 365) Development and Administration• Experience of undertaking SharePoint BAU Admin activities.Experience taking requirements and generating designs and implementing a final solution• Experience developing SharePoint web parts, site templates, content types.Technical skills for SharePoint : SharePoint online, JavaScript, jQuery, SPFx react js, Power apps , power automate• Excellent client facing experience and communications skills. Ability to work intuitively, along or as part of a team environment What you will love about working hereWe recognize the significance of flexible work arrangements to provide support. Be it remote work, or flexible work hours, you will get an environment to maintain healthy work life balance.At the heart of our mission is your career growth. Our array of career growth programs and diverse professions are crafted to support you in exploring a world of opportunities.Equip yourself with valuable certifications in the latest technologies such as Generative AI.Capgemini is a global business and technology transformation partner, helping organizations to accelerate their dual transition to a digital and sustainable world, while creating tangible impact for enterprises and society. It is a responsible and diverse group of 340,000 team members in more than 50 countries. With its strong over 55-year heritage, Capgemini is trusted by its clients to unlock the value of technology to address the entire breadth of their business needs. It delivers end-to-end services and solutions leveraging strengths from strategy and design to engineering, all fueled by its market leading capabilities in AI, generative AI, cloud and data, combined with its deep industry expertise and partner ecosystem."
Senior Software Engineer,Navi Mumbai,Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Navi-Mumbai-Senior-Software-Engineer/1411699433/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world.Your RoleSkills:3+ years of experience in ArcGIS administration and development.Proficiency in Angular and JavaScript frameworks.Strong Python programming skills, especially in geospatial libraries (e.g., ArcPy, GeoPandas).Experience with REST APIs, web services, and cloud-based GIS deployments.Familiarity with version control systems (e.g., Git) and CI/CD pipelines. Your ProfileResponsibilities:ArcGIS AdministrationManage ArcGIS Enterprise and ArcGIS Online environments.Perform upgrades, patches, and routine maintenance of ArcGIS Server, Portal, and Data Store.Monitor system performance and troubleshoot issues related to GIS infrastructure.Ensure security compliance and manage user roles and permissions.ArcGIS-Based DevelopmentDesign and develop custom GIS applications using ArcGIS API for JavaScript and ArcGIS Pro SDK.Create and manage web maps, feature services, and geoprocessing tools.Implement spatial analysis workflows and data visualization solutions.Web Integration with AngularDevelop responsive web applications integrating ArcGIS maps and spatial tools using Angular.Build custom UI components and tools for enhanced user interaction with maps.Collaborate with UI/UX designers to ensure seamless integration of GIS features.Python Scripting & ServicesDevelop Python scripts for data processing, ETL workflows, and geospatial analysis.Create RESTful services using Flask or FastAPI to support GIS operations.Automate routine GIS tasks and support backend data pipelines.What you''ll love about working here :We’re committed to ensure that people of all backgrounds feel encouraged and have a sense of belonging at Capgemini. You are valued for who you are, and you can bring your original self to work.Every Monday, kick off the week with a musical performance by our in-house band - The Rubber Band. Also get to participate in internal sports events, yoga challenges, or marathons.At Capgemini, you can work on cutting -edge projects in tech and engineering with industry leaders or create solutions to overcome societal and environmental challenges.Capgemini is an AI-powered global business and technology transformation partner, delivering tangible business value. We imagine the future of organizations and make it real with AI, technology and people. With our strong heritage of nearly 60 years, we are a responsible and diverse group of 420,000 team members in more than 50 countries. We deliver end-to-end services and solutions with our deep industry expertise and strong partner ecosystem, leveraging our capabilities across strategy, technology, design, engineering and business operations. The Group reported 2024 global revenues of €22.1 billion.Make it real | www.capgemini.com"
Playwright Test Automation,Bangalore,Capgemini Engineering,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Bangalore-Playwright-Test-Automation/1408163333/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world. Your RoleDesign, develop, and maintain UI automation scripts using Playwright and Selenium WebDriver.Implement API automation using Rest Assured for validating RESTful services.Create and execute end‑to‑end test scenarios for both web and API applications.Integrate automated tests into CI/CD pipelines using tools such as Jenkins, Azure DevOps, and Git.Collaborate closely with developers, QA engineers, and product teams to define test strategies and acceptance criteria.Ensure high‑quality software delivery by contributing to test planning, automation strategy, and continuous improvement initiatives.Your Profile6+yrs strong programming skills in Java, with a solid understanding of automation best practices.Hands‑on experience with Playwright and Selenium WebDriver for UI automation.Expertise in API testing using Rest Assured.Good understanding of HTTP/REST, JSON/XML, and web services.Familiarity with CI/CD tools such as Jenkins and Azure DevOps, and version control using Git.Knowledge of SQL for data validation and backend testing.Experience working in Agile/Scrum environments.What will you love working at Capgemini?Opportunity to work on cutting‑edge automation frameworks with modern tools like Playwright, Selenium, and Rest Assured.Exposure to global Agile delivery teams and enterprise‑level automation pipelines.Structured learning programs, certifications, and continuous upskilling opportunities.Collaborative and innovation-led culture focused on engineering excellence and quality‑first delivery.Capgemini is an AI-powered global business and technology transformation partner, delivering tangible business value. We imagine the future of organizations and make it real with AI, technology and people. With our strong heritage of nearly 60 years, we are a responsible and diverse group of 420,000 team members in more than 50 countries. We deliver end-to-end services and solutions with our deep industry expertise and strong partner ecosystem, leveraging our capabilities across strategy, technology, design, engineering and business operations. The Group reported 2024 global revenues of €22.1 billion.Make it real | www.capgemini.com"
Playwright Automation,Hyderabad,Capgemini Engineering,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Hyderabad-Playwright-Automation/1389859133/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Your RoleDesign, develop, and maintain UI automation scripts using Playwright and Selenium WebDriver.Implement API automation using Rest Assured for validating RESTful services.Create and execute end‑to‑end test scenarios for both web and API applications.Integrate automated tests into CI/CD pipelines using tools such as Jenkins, Azure DevOps, and Git.Collaborate closely with developers, QA engineers, and product teams to define test strategies and acceptance criteria.Ensure high‑quality software delivery by contributing to test planning, automation strategy, and continuous improvement initiatives. Your Profile 6+yrs strong programming skills in Java, with a solid understanding of automation best practices.Hands‑on experience with Playwright and Selenium WebDriver for UI automation.Expertise in API testing using Rest Assured.Good understanding of HTTP/REST, JSON/XML, and web services.Familiarity with CI/CD tools such as Jenkins and Azure DevOps, and version control using Git.Knowledge of SQL for data validation and backend testing.Experience working in Agile/Scrum environments.  What will you love working at Capgemini?Exposure to global Agile delivery teams and enterprise‑level automation pipelines.Structured learning programs, certifications, and continuous upskilling opportunities.Collaborative and innovation-led culture focused on engineering excellence and quality‑first delivery."
Microsoft Dynamics,Bangalore,Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Bangalore-Microsoft-Dynamics/1162235601/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world. Job DescriptionYour RoleWe are seeking an experienced Dynamics 365 CE / Power Platform Developer to design, develop, customize, and extend Microsoft Business Applications. The role involves hands‑on technical development across Dynamics 365 CE, Power Apps, Power Automate, Dataverse, and Azure integrations. You will collaborate with functional teams to deliver scalable, secure, and high‑quality solutions.In This Role, You Will:  Deep expertise in Dynamics 365 CE modules, customization, and extension frameworks. Strong command over Dataverse, data modeling, relationship patterns, and security architecture.Advanced Power Platform experience across Canvas Apps, Model‑Driven Apps, Power Automate, and governance Strong technical capabilities in C# (Plugins), PCF components, JavaScript/TypeScript.Architect-level experience with Azure Integration Services, event-driven architectures, and API ecosystems.Hands-on experience defining solution architecture blueprints, NFRs, and integration patterns.Strong DevOps and ALM experience using Azure DevOps, pipelines, Git, and solution lifecycle management.Provide technical governance—code reviews, performance optimization, solution quality checks.Collaborate with business & functional consultants on requirement analysis, feasibility, and impact assessments.Lead estimation, technical planning, sprint architecture, and delivery oversight.Support complex troubleshooting across environments and guide teams on best practices.Mentor developers and serve as a trusted advisor on Microsoft Business Applications.Technical Expertise:Strong experience in Microsoft Dynamics 365 CE (CRM) customizations & extensions.Proficiency in Power Apps, Power Automate, Dataverse, and Power Platform components.Hands‑on experience in C#, JavaScript, Plugins, PCFNice to HaveExperience with Power Pages.Knowledge of Azure DevOps YAML pipelines.Microsoft Certifications: PL‑600, PL‑400, AZ‑305, MB‑60Experience with CI/CD for Power Platform.Capgemini is a global business and technology transformation partner, helping organizations to accelerate their dual transition to a digital and sustainable world, while creating tangible impact for enterprises and society. It is a responsible and diverse group of 340,000 team members in more than 50 countries. With its strong over 55-year heritage, Capgemini is trusted by its clients to unlock the value of technology to address the entire breadth of their business needs. It delivers end-to-end services and solutions leveraging strengths from strategy and design to engineering, all fueled by its market leading capabilities in AI, generative AI, cloud and data, combined with its deep industry expertise and partner ecosystem."
Senior Test Automation Engineer,Bangalore,Capgemini Engineering,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Bangalore-Senior-Test-Automation-Engineer/1410613533/?feedId=388633&utm_source=CareerSite&tcsource=apply,"RoleAs a Test Automation Engineer, I am responsible for the automated verification and validation of software products throughout the development lifecycle. I possess strong technical expertise in test automation, programming, test frameworks, environments, and quality assurance methodologies, enabling me to design, develop, and maintain robust automated testing solutions.My experience includes:Designing and implementing scalable test automation frameworks.Creating and executing automated test scripts for functional, integration, regression, API, UI, and end-to-end testing.Collaborating closely with developers, business analysts, and product teams to ensure product quality from early development stages.Identifying, documenting, and tracking defects while supporting root-cause analysis.Integrating automated tests into CI/CD pipelines to enable continuous testing and faster feedback cycles.Managing and configuring test environments and test data to support reliable and repeatable test execution.Applying industry-standard testing methodologies, best practices, and quality metrics.I have hands-on experience with modern automation tools and technologies and can independently evaluate, select, and implement the most effective automation approach for a project. My solid understanding of test techniques, software development processes, and quality engineering principles allows me to deliver efficient and maintainable automation solutions.In addition, I continuously stay informed about the latest trends, tools, frameworks, and emerging technologies in test automation, ensuring that testing practices remain innovative, effective, and aligned with industry standards.Key CompetenciesTest Automation Framework DesignUI, API, and End-to-End TestingProgramming and ScriptingCI/CD IntegrationTest Strategy and PlanningDefect ManagementQuality Assurance MethodologiesAgile and DevOps PracticesTest Environment ManagementContinuous Improvement and InnovationThis profile reflects a professional who can independently drive automation initiatives, improve software quality, and contribute to efficient and reliable software delivery.Job DescriptionAs a Playwright Automation Engineer, I am responsible for designing, developing, and maintaining automated test solutions using Playwright to ensure the quality, reliability, and performance of web applications. I work closely with developers, QA teams, business analysts, and product owners to deliver high-quality software through automated verification and validation processes.Key ResponsibilitiesDesign and develop scalable test automation frameworks using Playwright with TypeScript/JavaScript.Create and execute automated test scripts for UI, functional, regression, integration, and end-to-end testing.Build and maintain reusable test components, utilities, and libraries to improve automation efficiency.Integrate automated test suites into CI/CD pipelines using tools such as Azure DevOps, GitHub Actions, or Jenkins.Perform cross-browser and cross-platform testing across Chromium, Firefox, and WebKit browsers.Develop and execute API automation tests to validate backend services and integrations.Analyze test execution results, identify defects, and collaborate with development teams for timely resolution.Maintain test environments, test data, and automation infrastructure.Generate and review automation reports, dashboards, and quality metrics.Participate in Agile ceremonies, including sprint planning, backlog refinement, and retrospectives.Continuously evaluate and implement automation best practices, tools, and technologies.Required SkillsStrong hands-on experience with Playwright Automation Framework.Proficiency in TypeScript/JavaScript programming.Experience with Page Object Model (POM) and framework design principles.Knowledge of software testing methodologies and QA processes.Experience with API testing tools such as Playwright API testing, Postman, or REST Assured.Understanding of CI/CD concepts and DevOps practices.Experience with source control systems such as Git.Strong debugging, analytical, and problem-solving skills.Familiarity with Agile/Scrum development methodologies.Preferred SkillsExperience with Azure DevOps, Jenkins, or GitHub Actions.Knowledge of SQL and database testing.Experience with performance and security testing concepts.Exposure to cloud platforms such as Azure or AWS.Familiarity with BDD tools such as Cucumber.Professional SummaryAs a Playwright Automation Engineer, I independently design and implement robust automation solutions that improve test coverage, accelerate release cycles, and enhance software quality. I stay current with emerging trends in test automation and continuously optimize frameworks and processes to support efficient, reliable, and scalable testing across the software development lifecycle."
Technical Architect,Pune,Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Pune-Technical-Architect/1408355433/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world.  Your RoleWe are currently seeking an experienced professional to join our team in the role of Cards Tech SME. • Understand the Design and Requirements and develop and execute custom application features and functions • Understand the BRD and break the requirements into MVP’s and stories • Strong knowledge of more than 1 Card products • Accountable for end-to-end solution design; strategically aligned, cost effective architecture solutions that adhere to platform architecture roadmaps and overall enterprise architecture strategy • Working alongside a wide range of stakeholders, providing architecture direction and leadership to teams • Create relationships with sponsors to define and support business strategy and technology roadmaps • Able to manage risk; Effectively manage and escalate risks and issues • Ensure relevant architecture governance and standards are met • Mentor and support others • Partner with external suppliers to define architecture patterns and integration approaches • Stay up to date with technology trends and communicate to peers and stakeholders To be successful in this role, you should meet the following requirements: • 10+ experience in development and maintenance of complex banking applications such as credit card processing. Your ProfileSignificant background in financial services or related industry. Lending or Cards experience is considered a plus. • Experience in delivering solutions over a number of years either as an architect or in roles other than architecture • Proven ability to deliver in a matrixed organisation, including working collaboratively and resolving conflicts • Able to work with ambiguous problems and create solutions through excellent analytical and problem-solving skills • Comfortable collaborating with a range of stakeholders to develop solutions, across both business and IT organisations • Knowledge of, or certification in at least one cloud platform • Excellent written and verbal communication skills, with the ability to adapt communications appropriately to the audience • Awareness of infrastructure, integration, data, messaging or security are also relevant technical skills. • Ability to be pragmatic, flexible, have a sense of ownership, develop networks, and be culturally sensitive are also relevant personal attributes. • Digital Banking Retail Experience (Cards or Loans preferable) • Full stack solution design skills (Web, App, API, Orchestration, Java, Kafka Streaming • Cyber security mindset • Resilient and High Availability design experience • Cloud Certification.What you'll love about working hereWe offer a range of career paths and internal opportunities within Capgemini group.You will get comprehensive wellness benefits including health checks, telemedicine, insurance with top-ups, elder care, partner coverage or new parent support via flexible work.At Capgemini, you can work on cutting-edge projects in tech and engineering with industry leaders or create solutions to overcome societal and environmental challenges.Capgemini is an AI-powered global business and technology transformation partner, delivering tangible business value. We imagine the future of organizations and make it real with AI, technology and people. With our strong heritage of nearly 60 years, we are a responsible and diverse group of 420,000 team members in more than 50 countries. We deliver end-to-end services and solutions with our deep industry expertise and strong partner ecosystem, leveraging our capabilities across strategy, technology, design, engineering and business operations. The Group reported 2024 global revenues of €22.1 billion.Make it real | www.capgemini.comCapgemini – home page – Make it realA global leader in consulting, technology services and digital transformation, we offer an array of integrated services combining technology with deep sector expertise.  "
SDET( Selenium+Java+API Testing + Rest assured),Hyderabad,Capgemini Engineering,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Hyderabad-SDET%28-Selenium%2BJava%2BAPI-Testing-%2B-Rest-assured%29/1401206033/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Job DescriptionAs Test Automation Engineer, you are involved in the automated verification and validation of products made by engineers in a development process. Your technical and professional knowledge of Test Automation, programming, test environments and methodologies is solid. With your knowledge and experience with one or more test tools and test techniques, you can independently design and execute test automation solutions. You follow the latest developments in your field and you know what is going on.Job Description - Grade SpecificAs a QA Automation Expert, you are expected to develop automation solutions, create tools strategy, create automation approach, evaluate tools, perform technical feasibility, build business cases ROI and estimate automation effort. You are expected to implement automation solutions in different projects and deliver costoreffort savings to customer. You are expected to work independently, if required, to provide consultancy services to customers."
SDET( Selenium+Java+API Testing + Rest assured),Hyderabad,Capgemini Engineering,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Hyderabad-SDET%28-Selenium%2BJava%2BAPI-Testing-%2B-Rest-assured%29/1400149833/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Job DescriptionAs Test Automation Engineer, you are involved in the automated verification and validation of products made by engineers in a development process. Your technical and professional knowledge of Test Automation, programming, test environments and methodologies is solid. With your knowledge and experience with one or more test tools and test techniques, you can independently design and execute test automation solutions. You follow the latest developments in your field and you know what is going on.Job Description - Grade SpecificAs a QA Automation Expert, you are expected to develop automation solutions, create tools strategy, create automation approach, evaluate tools, perform technical feasibility, build business cases ROI and estimate automation effort. You are expected to implement automation solutions in different projects and deliver costoreffort savings to customer. You are expected to work independently, if required, to provide consultancy services to customers."
Camunda,Chennai (ex Madras),Capgemini,Permanent,Executives,https://careers.capgemini.com/job/Chennai-%28ex-Madras%29-Camunda/1408290533/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world. Your RoleDesign and implement business workflows using BPMN 2.0 and Camunda ModelerDevelop microservices and APIs integrated with CamundaConfigure and manage Camunda Engine, Tasklist, Cockpit, and OptimizeTranslate business requirements into automated workflows and decision models (DMN)Integrate Camunda with external systems (REST APIs, messaging systems like Kafka, etc.)Monitor and troubleshoot process execution issues and performance bottlenecksParticipate in code reviews, testing, and deployment pipelinesEnsure best practices in workflow design, scalability, and reusabilityWork closely with business analysts and stakeholdersYour ProfileSkilled Camunda Developer with strong expertise in designing and implementing business workflows using BPMN 2.0 and Camunda Modeler. Proficient in developing scalable microservices and RESTful APIs using Java and Spring Boot, with hands-on experience in integrating Camunda with external systems such as REST APIs and messaging platforms like Kafka.Experienced in translating business requirements into automated workflows and decision models (DMN), ensuring efficient and optimized process orchestration. Adept at configuring and managing Camunda components including Engine, Tasklist, Cockpit, and Optimize.What you'll love about working hereWe offer a range of career paths and internal opportunities within Capgemini group. You will get comprehensive wellness benefits including health checks, telemedicine, insurance with top-ups, elder care, partner coverage or new parent support via flexible work.At Capgemini, you can work on cutting-edge projects in tech and engineering with industry leaders or create solutions to overcome societal and environmental challenges.  Capgemini is an AI-powered global business and technology transformation partner, delivering tangible business value. We imagine the future of organizations and make it real with AI, technology and people. With our strong heritage of nearly 60 years, we are a responsible and diverse group of 420,000 team members in more than 50 countries. We deliver end-to-end services and solutions with our deep industry expertise and strong partner ecosystem, leveraging our capabilities across strategy, technology, design, engineering and business operations. The Group reported 2024 global revenues of €22.1 billion.Make it real | www.capgemini.com"
PLM Solution Architect Teamcenter,Bangalore,Capgemini Engineering,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Bangalore-PLM-Solution-Architect-Teamcenter/1408837733/?feedId=388633&utm_source=CareerSite&tcsource=apply,"At Capgemini Engineering, the world leader in engineering services, we bring together a global team of engineers, scientists, and architects to help the world’s most innovative companies unleash their potential. From autonomous cars to life-saving robots, our digital and software technology experts think outside the box as they provide unique R&D and engineering services across all industries. Join us for a career full of opportunities. Where you can make a difference. Where no two days are the same.Your Role Propose and designing and implementing end to end solution for Teamcenter application based on requirementsWriting design documents for the Teamcenter based implementationSupporting application teams in Teamcenter upgradesSupporting application team in migration of Teamcenter client from RAC to Active workspaceParticipating as team member in IT Software projects using the Teamcenter platformSupporting project team by sharing expertise on how to customize Teamcenter efficientlyIdentifying and proposing optimizations of existing Teamcenter customization   Learning and teaching design & quality standards for Teamcenter customization and ensuring governanceYour Profile Strong knowledge of SDLC, Agile and build to run.Strong customer focus, including the ability to manage customer needs and multiple work priorities.Needs strong oral and written communication, analytical, and problem-solving skills, as well as excellent judgment and self-motivation.Ability to work independently with little to no supervision.C/C++ programming language and TC server side (ITK & SOA) customization.Declarative UI configuration (Active Workspace) and Customization.Good knowledge of web technologies e.g., XSLT, HTML, Java script, JSON, Teamcenter ITK, SOA programming, Web methods & webservice architecture.What you ll love about Working here We recognize the significance of flexible work arrangements to provide support in hybrid mode, you will get an environment to maintain healthy work life balanceOur focus will be your career growth & professional development to support you in exploring the world of opportunities.Equip yourself with valuable certifications & training programmes in the latest technologies such as Gen AICapgemini is a global business and technology transformation partner, helping organizations to accelerate their dual transition to a digital and sustainable world, while creating tangible impact for enterprises and society. It is a responsible and diverse group of 340,000 team members in more than 50 countries. With its strong over 55-year heritage, Capgemini is trusted by its clients to unlock the value of technology to address the entire breadth of their business needs. It delivers end-to-end services and solutions leveraging strengths from strategy and design to engineering, all fueled by its market leading capabilities in AI, generative AI, cloud and data, combined with its deep industry expertise and partner ecosystem."
Business Advisor,Bangalore,Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Bangalore-Business-Advisor/1409627633/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Job DescriptionRole OverviewThe organization is seeking an experienced Actimize ActOne Engineer to contribute to the design, development, and implementation of Actimize solutions. This role involves working across the full software development lifecycle and collaborating with cross-functional teams to deliver high-quality solutions. Key ResponsibilitiesDesign, develop, and maintain solutions using Nice Actimize (ActOne platform)Work extensively with Java and SQL for application development and data handlingParticipate in all phases of the Software Development Lifecycle (SDLC) including:Business requirements analysisData analysis and data modelingDevelopment, testing, and deploymentCollaborate with stakeholders to translate business requirements into technical solutionsEnsure quality, scalability, and performance of applicationsRequired Skills & QualificationsHands-on experience with Actimize ActOne platformStrong proficiency in Java and SQLUnderstanding of data architecture, modeling, and analysisExperience working across end-to-end SDLC phasesStrong verbal and written communication skillsExcellent interpersonal and collaboration abilitiesProfessional and proactive approach to problem-solvingPreferred QualificationsExperience in financial crime, risk, or compliance solutions (Actimize domain is a plus)Ability to work in a fast-paced, dynamic environment"
